Data;Estimado;R^2
2020-12-26 00:00:00;74;0.5706897850178769
2020-12-27 00:00:00;106;0.5044076618678033
2020-12-28 00:00:00;137;0.48556071540315315
2020-12-29 00:00:00;137;0.3795333012585701
2020-12-30 00:00:00;145;0.3621540773501918
2020-12-31 00:00:00;130;0.37305981004913846
2021-01-01 00:00:00;137;0.49086469441750125
2021-01-02 00:00:00;128;0.6550219604870802
2021-01-03 00:00:00;148;0.7126091350005548
2021-01-04 00:00:00;157;0.7037631036772358
2021-01-05 00:00:00;195;0.6775909091642434
2021-01-06 00:00:00;205;0.7017235398534355
2021-01-07 00:00:00;134;0.5976441947566917
2021-01-08 00:00:00;143;0.6494001440828938
2021-01-09 00:00:00;152;0.6774508531752965
2021-01-10 00:00:00;119;0.7565687075915394
2021-01-11 00:00:00;121;0.5702351640790757
2021-01-12 00:00:00;192;0.3049625980580929
2021-01-13 00:00:00;195;0.28002999038427123
2021-01-14 00:00:00;191;0.25568010840323485
2021-01-15 00:00:00;230;0.2210553204138601
2021-01-16 00:00:00;212;0.1259563425013206
2021-01-17 00:00:00;193;0.12590446906516062
2021-01-18 00:00:00;210;0.21906090068524653
2021-01-19 00:00:00;224;0.7701473366804753
2021-01-20 00:00:00;226;0.7795975922720255
2021-01-21 00:00:00;222;0.725394719388835
2021-01-22 00:00:00;223;0.6956514523338654
2021-01-23 00:00:00;221;0.7108052354417651
2021-01-24 00:00:00;222;0.7583801854276518
2021-01-25 00:00:00;236;0.7401260239131222
2021-01-26 00:00:00;211;0.7443696887444952
2021-01-27 00:00:00;198;0.7447087408520657
2021-01-28 00:00:00;207;0.7135232230565208
2021-01-29 00:00:00;215;0.737854197808401
2021-01-30 00:00:00;183;0.7196891911379364
2021-01-31 00:00:00;177;0.6950800587136663
2021-02-01 00:00:00;198;0.6922109673688093
2021-02-02 00:00:00;171;0.6612086167388866
2021-02-03 00:00:00;158;0.5327386086604631
2021-02-04 00:00:00;129;0.6747923143300296
2021-02-05 00:00:00;118;0.7014218467195312
2021-02-06 00:00:00;129;0.7132600688829929
2021-02-07 00:00:00;97;0.6848521007528698
2021-02-08 00:00:00;121;0.8710140676451245
2021-02-09 00:00:00;116;0.8324734268301872
2021-02-10 00:00:00;71;0.7152124752006315
2021-02-11 00:00:00;60;0.7627270482226824
2021-02-12 00:00:00;62;0.7130147692161327
2021-02-13 00:00:00;55;0.5751224927620517
2021-02-14 00:00:00;57;0.5888442959440263
2021-02-15 00:00:00;49;0.5371855574094238
2021-02-16 00:00:00;44;0.5779359696843203
2021-02-17 00:00:00;33;0.692711134519974
2021-02-18 00:00:00;25;0.30908217279380856
2021-02-19 00:00:00;29;0.3926982761733344
2021-02-20 00:00:00;27;0.4549000490555033
2021-02-21 00:00:00;34;0.6921332273230386
2021-02-22 00:00:00;30;0.5689163171199855
2021-02-23 00:00:00;24;0.3925553644527875
2021-02-24 00:00:00;19;0.34586367604986135
2021-02-25 00:00:00;19;0.4214347451584759
2021-02-26 00:00:00;17;0.37138546979439313
2021-02-27 00:00:00;17;0.603770830671249
2021-02-28 00:00:00;18;0.6565766907625306
2021-03-01 00:00:00;18;0.7982546156351363
2021-03-02 00:00:00;20;0.8448831942658073
2021-03-03 00:00:00;16;0.7160296103537488
2021-03-04 00:00:00;16;0.7117224075599002
2021-03-05 00:00:00;15;0.6436639633115511
2021-03-06 00:00:00;16;0.6553413861131743
2021-03-07 00:00:00;15;0.5719097645490838
2021-03-08 00:00:00;16;0.5574977355510984
2021-03-09 00:00:00;15;0.43230583250788046
2021-03-10 00:00:00;15;0.4120952546845593
2021-03-11 00:00:00;14;0.47697879510223784
2021-03-12 00:00:00;14;0.5977590336703693
2021-03-13 00:00:00;15;0.6034790182652436
2021-03-14 00:00:00;15;0.782380839348526
2021-03-15 00:00:00;14;0.8194435030123031
2021-03-16 00:00:00;15;0.5897897587958996
2021-03-17 00:00:00;15;0.8315179543988277
2021-03-18 00:00:00;16;0.8796490450238426
2021-03-19 00:00:00;16;0.67436883648198
2021-03-20 00:00:00;14;0.7289900686226154
2021-03-21 00:00:00;16;0.7730045702951049
2021-03-22 00:00:00;14;0.7819732510906142
2021-03-23 00:00:00;16;0.7846705512455975
