Data;Predicted
2020-09-15 00:00:00;42
2020-09-16 00:00:00;39
2020-09-17 00:00:00;46
2020-09-18 00:00:00;32
2020-09-19 00:00:00;33
2020-09-20 00:00:00;26
2020-09-21 00:00:00;35
2020-09-22 00:00:00;32
2020-09-23 00:00:00;33
2020-09-24 00:00:00;38
2020-09-25 00:00:00;21
2020-09-26 00:00:00;21
2020-09-27 00:00:00;63
2020-09-28 00:00:00;42
2020-09-29 00:00:00;51
2020-09-30 00:00:00;61
2020-10-01 00:00:00;84
2020-10-02 00:00:00;84
2020-10-03 00:00:00;33
2020-10-04 00:00:00;14
2020-10-05 00:00:00;64
2020-10-06 00:00:00;83
2020-10-07 00:00:00;74
2020-10-08 00:00:00;86
2020-10-09 00:00:00;98
2020-10-10 00:00:00;32
2020-10-11 00:00:00;15
2020-10-12 00:00:00;71
2020-10-13 00:00:00;78
2020-10-14 00:00:00;129
2020-10-15 00:00:00;112
2020-10-16 00:00:00;151
2020-10-17 00:00:00;108
2020-10-18 00:00:00;131
2020-10-19 00:00:00;-56
2020-10-20 00:00:00;123
2020-10-21 00:00:00;89
2020-10-22 00:00:00;77
2020-10-23 00:00:00;106
2020-10-24 00:00:00;45
2020-10-25 00:00:00;94
2020-10-26 00:00:00;67
2020-10-27 00:00:00;178
2020-10-28 00:00:00;243
2020-10-29 00:00:00;228
2020-10-30 00:00:00;204
2020-10-31 00:00:00;238
2020-11-01 00:00:00;217
2020-11-02 00:00:00;351
2020-11-03 00:00:00;410
2020-11-04 00:00:00;340
2020-11-05 00:00:00;274
2020-11-06 00:00:00;224
2020-11-07 00:00:00;265
2020-11-08 00:00:00;346
2020-11-09 00:00:00;334
2020-11-10 00:00:00;264
2020-11-11 00:00:00;254
2020-11-12 00:00:00;233
2020-11-13 00:00:00;325
2020-11-14 00:00:00;204
2020-11-15 00:00:00;235
2020-11-16 00:00:00;286
2020-11-17 00:00:00;266
2020-11-18 00:00:00;284
2020-11-19 00:00:00;286
2020-11-20 00:00:00;308
2020-11-21 00:00:00;168
2020-11-22 00:00:00;157
2020-11-23 00:00:00;244
2020-11-24 00:00:00;243
2020-11-25 00:00:00;264
2020-11-26 00:00:00;230
2020-11-27 00:00:00;451
2020-11-28 00:00:00;204
2020-11-29 00:00:00;230
2020-11-30 00:00:00;257
2020-12-01 00:00:00;239
2020-12-02 00:00:00;200
2020-12-03 00:00:00;236
