Data;Predicted
2021-03-18 00:00:00;72
2021-03-19 00:00:00;62
2021-03-20 00:00:00;56
2021-03-21 00:00:00;84
2021-03-22 00:00:00;66
2021-03-23 00:00:00;58
2021-03-24 00:00:00;58
2021-03-25 00:00:00;74
2021-03-26 00:00:00;61
2021-03-27 00:00:00;51
2021-03-28 00:00:00;57
2021-03-29 00:00:00;50
2021-03-30 00:00:00;51
2021-03-31 00:00:00;51
2021-04-01 00:00:00;45
2021-04-02 00:00:00;42
2021-04-03 00:00:00;45
2021-04-04 00:00:00;45
2021-04-05 00:00:00;44
2021-04-06 00:00:00;44
